"store","avg_sales_promo","avg_sales_nonpromo","promo_uplift"
630,"8745.1083333333333333","3874.2096219931271478","4870.8987113402061855"
247,"10115.183333333333","5252.4828178694158076","4862.7005154639171924"
982,"9672.8416666666666667","4816.5549828178694158","4856.2866838487972509"
17,"8256.0166666666666667","3406.0515463917525773","4849.9651202749140894"
427,"9298.1678321678321678","4454.3750000000000000","4843.7928321678321678"
7,"10347.741666666667","5506.8986254295532646","4840.8430412371137354"
615,"11041.777777777778","6203.3694158075601375","4838.4083619702178625"
707,"9861.7222222222222222","5035.8264604810996564","4825.8957617411225658"
535,"9685.3722222222222222","4871.9106529209621993","4813.4615693012600229"
536,"9854.5333333333333333","5045.4690721649484536","4809.0642611683848797"
928,"9598.6805555555555556","4790.2285223367697595","4808.4520332187857961"
667,"10263.161111111111","5472.6683848797250859","4790.4927262313859141"
634,"8515.5777777777777778","3729.8247422680412371","4785.7530355097365407"
635,"7847.1638888888888889","3065.6907216494845361","4781.4731672394043528"
685,"8434.6000000000000000","3657.6340206185567010","4776.9659793814432990"
448,"9961.8166666666666667","5193.8711340206185567","4767.9455326460481100"
67,"9401.3694444444444444","4636.7457044673539519","4764.6237399770904925"
780,"8360.5416666666666667","3603.1134020618556701","4757.4282646048109966"
754,"9644.2666666666666667","4900.4553264604810997","4743.8113402061855670"
654,"8288.8166666666666667","3550.9364261168384880","4737.8802405498281787"
820,"12864.930069930070","8131.4173728813559322","4733.5126970487140678"
995,"10594.633333333333","5862.7525773195876289","4731.8807560137453711"
510,"9695.6416666666666667","4973.9329896907216495","4721.7086769759450172"
715,"8263.6611111111111111","3543.2508591065292096","4720.4102520045819015"
401,"8728.7416666666666667","4017.7800687285223368","4710.9615979381443299"
506,"9171.8444444444444444","4474.2319587628865979","4697.6124856815578465"
761,"10167.638888888889","5470.0360824742268041","4697.6028064146621959"
411,"10462.955555555556","5784.3539518900343643","4678.6016036655216357"
168,"9086.0750000000000000","4415.5274914089347079","4670.5475085910652921"
1108,"7640.1166666666666667","2976.2147766323024055","4663.9018900343642612"
88,"7866.9888888888888889","3207.8041237113402062","4659.1847651775486827"
686,"8049.4000000000000000","3397.8281786941580756","4651.5718213058419244"
392,"8891.2388888888888889","4243.6924398625429553","4647.5464490263459336"
674,"9359.8444444444444444","4712.5343642611683849","4647.3100801832760595"
3,"8608.6666666666666667","3967.5962199312714777","4641.0704467353951890"
759,"8661.1750000000000000","4025.5567010309278351","4635.6182989690721649"
575,"7294.3391608391608392","2664.8580508474576271","4629.4811099917032121"
474,"9108.5472222222222222","4479.2010309278350515","4629.3461912943871707"
1091,"9746.5277777777777778","5120.1116838487972509","4626.4160939289805269"
853,"10480.308333333333","5857.3556701030927835","4622.9526632302402165"
616,"9864.9055555555555556","5258.4295532646048110","4606.4760022909507446"
784,"9246.9777777777777778","4655.2542955326460481","4591.7234822451317297"
229,"9983.3861111111111111","5396.4243986254295533","4586.9617124856815578"
355,"10441.277777777778","5865.6494845360824742","4575.6282932416955258"
386,"9460.0111111111111111","4895.8917525773195876","4564.1193585337915235"
1089,"11220.150000000000","6659.7577319587628866","4560.3922680412371134"
668,"10255.936111111111","5700.1580756013745704","4555.7780355097364296"
372,"10076.758333333333","5527.1855670103092784","4549.5727663230237216"
69,"10624.375000000000","6077.8075601374570447","4546.5674398625429553"
692,"8256.1694444444444444","3711.6082474226804124","4544.5611970217640320"
1064,"10622.550000000000","6085.5292096219931271","4537.0207903780068729"
173,"9653.1250000000000000","5119.2044673539518900","4533.9205326460481100"
313,"8673.6055555555555556","4141.8195876288659794","4531.7859679266895762"
417,"9111.0472222222222222","4581.3556701030927835","4529.6915521191294387"
342,"11915.447552447552","7389.5169491525423729","4525.9306032950096271"
938,"10621.780555555556","6103.3006872852233677","4518.4798682703326323"
181,"8058.1188811188811189","3541.9470338983050847","4516.1718472205760342"
993,"9098.0527777777777778","4582.0687285223367698","4515.9840492554410080"
12,"9106.0138888888888889","4591.2027491408934708","4514.8111397479954181"
290,"8589.2805555555555556","4075.4089347079037801","4513.8716208476517755"
967,"9931.3888888888888889","5422.9776632302405498","4508.4112256586483391"
796,"8771.9944444444444444","4271.0652920962199313","4500.9291523482245131"
933,"8849.9000000000000000","4351.5292096219931271","4498.3707903780068729"
1090,"8120.7055555555555556","3625.3298969072164948","4495.3756586483390608"
527,"11674.186111111111","7184.0017182130584192","4490.1843928980525808"
976,"8539.5972222222222222","4053.6821305841924399","4485.9150916380297823"
593,"10683.694444444444","6199.4982817869415808","4484.1961626575024192"
652,"8273.2583333333333333","3801.1271477663230241","4472.1311855670103092"
189,"10004.8888888888888889","5540.4845360824742268","4464.4043528064146621"
747,"9404.8111111111111111","4940.6219931271477663","4464.1891179839633448"
159,"9141.0594405594405594","4688.6440677966101695","4452.4153727628303899"
655,"9391.6444444444444444","4941.0841924398625430","4450.5602520045819014"
534,"8946.2867132867132867","4504.3347457627118644","4441.9519675240014223"
1085,"9041.3000000000000000","4601.1048109965635739","4440.1951890034364261"
362,"10514.613888888889","6078.8780068728522337","4435.7358820160367663"
272,"7909.8888888888888889","3477.2903780068728522","4432.5985108820160367"
213,"9461.5750000000000000","5030.7800687285223368","4430.7949312714776632"
243,"8572.1573426573426573","4143.0275423728813559","4429.1298002844613014"
357,"9088.9777777777777778","4664.7577319587628866","4424.2200458190148912"
309,"8497.8888888888888889","4074.6013745704467354","4423.2875143184421535"
574,"10072.163888888889","5649.3745704467353952","4422.7893184421536048"
826,"10010.7916666666666667","5593.3402061855670103","4417.4514604810996564"
310,"10570.883333333333","6155.4982817869415808","4415.3850515463914192"
145,"9438.7902097902097902","5026.6991525423728814","4412.0910572478369088"
154,"9966.4333333333333333","5560.3591065292096220","4406.0742268041237113"
579,"9575.1361111111111111","5179.1202749140893471","4396.0158361970217640"
971,"9501.5972222222222222","5106.9020618556701031","4394.6951603665521191"
497,"10226.888888888889","5834.7731958762886598","4392.1156930126003402"
559,"7581.2444444444444444","3194.9518900343642612","4386.2925544100801832"
636,"7602.6643356643356643","3217.3622881355932203","4385.3020475287424440"
1078,"8320.1527777777777778","3942.6512027491408935","4377.5015750286368843"
102,"8483.8027777777777778","4106.5068728522336770","4377.2959049255441008"
233,"10522.133333333333","6147.2731958762886598","4374.8601374570443402"
822,"9139.2916666666666667","4770.0756013745704467","4369.2160652920962200"
129,"10276.216783216783","5907.7394067796610169","4368.4773764371219831"
808,"8734.9472222222222222","4368.5618556701030928","4366.3853665521191294"
324,"7407.1777777777777778","3041.3144329896907216","4365.8633447880870562"
722,"10882.697222222222","6519.1752577319587629","4363.5219644902632371"
507,"9687.1972222222222222","5325.8659793814432990","4361.3312428407789232"
318,"8924.2805555555555556","4568.5189003436426117","4355.7616552119129439"
431,"10567.694444444444","6212.2817869415807560","4355.4126575028632440"
1066,"11834.244444444444","7502.1563573883161512","4332.0880870561278488"
493,"9532.5027777777777778","5207.2594501718213058","4325.2433276059564720"
106,"9801.4916666666666667","5480.7525773195876289","4320.7390893470790378"
118,"9128.7361111111111111","4809.0567010309278351","4319.6794100801832760"
223,"8671.5722222222222222","4354.5412371134020619","4317.0309851088201603"
643,"9317.0222222222222222","5006.0240549828178694","4310.9981672394043528"
162,"9101.3750000000000000","4794.5292096219931271","4306.8457903780068729"
133,"8027.1611111111111111","3725.1030927835051546","4302.0580183276059565"
329,"8373.0444444444444444","4073.3848797250859107","4299.6595647193585337"
94,"8535.8333333333333333","4251.6683848797250859","4284.1649484536082474"
150,"9640.3888888888888889","5375.5618556701030928","4264.8270332187857961"
996,"7934.5388888888888889","3671.4295532646048110","4263.1093356242840779"
1051,"8723.7416666666666667","4462.8419243986254296","4260.8997422680412371"
1058,"8636.7500000000000000","4379.5721649484536082","4257.1778350515463918"
905,"9683.5805555555555556","5427.7955326460481100","4255.7850229095074456"
1010,"10013.5000000000000000","5760.2731958762886598","4253.2268041237113402"
532,"11634.283333333333","7386.1821305841924399","4248.1012027491405601"
214,"10341.305555555556","6093.9192439862542955","4247.3863115693017045"
806,"8231.2937062937062937","3984.3326271186440678","4246.9610791750622259"
838,"9252.6638888888888889","5008.7422680412371134","4243.9216208476517755"
765,"9635.6222222222222222","5396.9278350515463918","4238.6943871706758304"
843,"10497.691666666667","6261.6786941580756014","4236.0129725085913986"
903,"12260.748251748252","8038.7796610169491525","4221.9685907313028475"
812,"7879.9638888888888889","3658.5910652920962199","4221.3728235967926690"
96,"6891.0027777777777778","2675.6219931271477663","4215.3807846506300115"
264,"8456.2361111111111111","4240.9725085910652921","4215.2636025200458190"
962,"8042.2138888888888889","3831.2955326460481100","4210.9183562428407789"
1022,"8657.4555555555555556","4449.3041237113402062","4208.1514318442153494"
236,"8523.2416666666666667","4318.5068728522336770","4204.7347938144329897"
791,"8935.6333333333333333","4737.3694158075601375","4198.2639175257731958"
695,"7052.8333333333333333","2856.0532646048109966","4196.7800687285223367"
146,"9052.3027777777777778","4858.0171821305841924","4194.2855956471935854"
862,"9719.2166666666666667","5526.0257731958762887","4193.1908934707903780"
691,"9512.3444444444444444","5320.5738831615120275","4191.7705612829324169"
297,"8356.5861111111111111","4165.7525773195876289","4190.8335337915234822"
97,"8139.5333333333333333","3949.1701030927835052","4190.3632302405498281"
1069,"7822.7222222222222222","3633.2319587628865979","4189.4902634593356243"
975,"8962.1194444444444444","4783.8419243986254296","4178.2775200458190148"
799,"10757.744444444444","6590.0463917525773196","4167.6980526918666804"
43,"8215.1111111111111111","4050.8762886597938144","4164.2348224513172967"
637,"9736.7132867132867133","5574.6144067796610169","4162.0988799336256964"
617,"7837.0333333333333333","3674.9432989690721649","4162.0900343642611684"
199,"9148.4888888888888889","4989.7457044673539519","4158.7431844215349370"
366,"7697.3416666666666667","3543.6975945017182131","4153.6440721649484536"
980,"8370.3222222222222222","4218.1529209621993127","4152.1693012600229095"
273,"8403.0166666666666667","4251.5120274914089347","4151.5046391752577320"
476,"7408.2277777777777778","3259.9467353951890034","4148.2810423825887744"
439,"8633.4277777777777778","4486.5996563573883162","4146.8281214203894616"
734,"7505.1888888888888889","3362.4742268041237113","4142.7146620847651776"
836,"7444.4305555555555556","3310.4587628865979381","4133.9717926689576175"
206,"8469.7805555555555556","4341.2577319587628866","4128.5228235967926690"
454,"7345.0777777777777778","3221.9725085910652921","4123.1052691867124857"
90,"9498.5694444444444444","5375.8780068728522337","4122.6914375715922107"
1052,"8556.4305555555555556","4437.3608247422680412","4119.0697308132875144"
581,"6953.9416666666666667","2837.7113402061855670","4116.2303264604810997"
872,"9601.5111111111111111","5486.7989690721649485","4114.7121420389461626"
582,"8372.2888888888888889","4257.7783505154639175","4114.5105383734249714"
16,"8876.2055555555555556","4763.6718213058419244","4112.5337342497136312"
1072,"8181.7666666666666667","4070.1597938144329897","4111.6068728522336770"
696,"9071.9166666666666667","4963.2628865979381443","4108.6537800687285224"
410,"7866.9055555555555556","3758.9261168384879725","4107.9794387170675831"
689,"8376.5611111111111111","4273.9725085910652921","4102.5886025200458190"
718,"9093.2388888888888889","4991.7010309278350515","4101.5378579610538374"
385,"8579.4090909090909091","4485.3135593220338983","4094.0955315870570108"
959,"8397.2805555555555556","4304.6460481099656357","4092.6345074455899199"
76,"9943.4860139860139860","5853.5614406779661017","4089.9245733080478843"
26,"8064.5277777777777778","3976.0068728522336770","4088.5209049255441008"
343,"8479.3888888888888889","4391.2817869415807560","4088.1071019473081329"
742,"9162.4305555555555556","5075.0721649484536082","4087.3583906071019474"
987,"8223.6972222222222222","4137.1065292096219931","4086.5906930126002291"
496,"8956.9777777777777778","4871.0412371134020619","4085.9365406643757159"
981,"8575.4277777777777778","4491.0618556701030928","4084.3659221076746850"
580,"11010.038888888889","6926.7233676975945017","4083.3155211912944983"
296,"8294.2972222222222222","4213.9450171821305842","4080.3522050400916380"
1055,"9098.7611111111111111","5019.8848797250859107","4078.8762313860252004"
869,"7464.0750000000000000","3388.5103092783505155","4075.5646907216494845"
901,"8536.1444444444444444","4460.6958762886597938","4075.4485681557846506"
840,"8608.5694444444444444","4534.4106529209621993","4074.1587915234822451"
465,"8953.1666666666666667","4879.0584192439862543","4074.1082474226804124"
354,"9453.3027777777777778","5383.2886597938144330","4070.0141179839633448"
1011,"9028.8333333333333333","4960.0807560137457045","4068.7525773195876288"
377,"9020.6388888888888889","4952.3969072164948454","4068.2419816723940435"
932,"8606.1923076923076923","4546.2796610169491525","4059.9126466753585398"
1043,"9786.0527777777777778","5730.9742268041237113","4055.0785509736540665"
238,"8734.0638888888888889","4681.4656357388316151","4052.5982531500572738"
1107,"7644.1573426573426573","3593.5021186440677966","4050.6552240132748607"
1080,"10879.601398601399","6837.0550847457627119","4042.5463138556362881"
940,"8501.7083333333333333","4461.1804123711340206","4040.5279209621993127"
917,"8037.7638888888888889","3999.9982817869415808","4037.7656071019473081"
899,"6856.8805555555555556","2819.2594501718213058","4037.6211053837342498"
868,"10433.113888888889","6399.8814432989690722","4033.2324455899199278"
164,"7613.2377622377622378","3583.8559322033898305","4029.3818300343724073"
394,"9414.3861111111111111","5386.0927835051546392","4028.2933276059564719"
29,"8577.2833333333333333","4552.1271477663230241","4025.1561855670103092"
185,"8453.0611111111111111","4430.6907216494845361","4022.3703894616265750"
235,"7401.4472222222222222","3386.7079037800687285","4014.7393184421534937"
830,"7589.7500000000000000","3580.9209621993127148","4008.8290378006872852"
403,"8652.4444444444444444","4644.5017182130584192","4007.9427262313860252"
179,"8508.8500000000000000","4501.4312714776632302","4007.4187285223367698"
926,"8479.2416666666666667","4473.3178694158075601","4005.9237972508591066"
978,"8446.6638888888888889","4442.9364261168384880","4003.7274627720504009"
895,"10168.636111111111","6165.2972508591065292","4003.3388602520044708"
478,"8136.2500000000000000","4136.7663230240549828","3999.4836769759450172"
270,"10203.297222222222","6205.2336769759450172","3998.0635452462769828"
603,"8089.7194444444444444","4097.5137457044673540","3992.2056987399770904"
624,"8270.9694444444444444","4278.8728522336769759","3992.0965922107674685"
1060,"8525.2111111111111111","4534.1941580756013746","3991.0169530355097365"
556,"8430.1777777777777778","4443.4707903780068729","3986.7069873997709049"
147,"9246.4888888888888889","5272.9329896907216495","3973.5558991981672394"
770,"7810.4555555555555556","3839.2319587628865979","3971.2235967926689577"
360,"8221.3305555555555556","4257.2525773195876289","3964.0779782359679267"
954,"8207.9166666666666667","4246.9106529209621993","3961.0060137457044674"
286,"6521.9222222222222222","2561.6494845360824742","3960.2727376861397480"
979,"7646.7916666666666667","3687.2216494845360825","3959.5700171821305842"
818,"7512.3750000000000000","3553.0962199312714777","3959.2787800687285223"
1100,"6869.5805555555555556","2911.2113402061855670","3958.3692153493699886"
338,"8429.6444444444444444","4471.7353951890034364","3957.9090492554410080"
1048,"8165.5361111111111111","4214.8797250859106529","3950.6563860252004582"
374,"8272.0416666666666667","4325.8573883161512027","3946.1842783505154640"
887,"8080.6888888888888889","4137.4604810996563574","3943.2284077892325315"
951,"8862.6972222222222222","4927.3127147766323024","3935.3845074455899198"
253,"7180.0833333333333333","3250.6323024054982818","3929.4510309278350515"
509,"7505.0722222222222222","3577.0584192439862543","3928.0138029782359679"
1059,"9437.2388888888888889","5511.0704467353951890","3926.1684421534936999"
529,"8935.2916666666666667","5012.2697594501718213","3923.0219072164948454"
1062,"7720.7416666666666667","3798.6116838487972509","3922.1299828178694158"
711,"8123.7727272727272727","4203.9555084745762712","3919.8172187981510015"
492,"8806.7167832167832168","4887.2500000000000000","3919.4667832167832168"
525,"10927.269444444444","7007.9776632302405498","3919.2917812142034502"
735,"6989.3777777777777778","3072.6563573883161512","3916.7214203894616266"
677,"8953.3636363636363636","5036.8326271186440678","3916.5310092449922958"
152,"7002.1500000000000000","3086.5927835051546392","3915.5572164948453608"
604,"8971.3251748251748252","5058.9025423728813559","3912.4226324522934693"
678,"8453.6361111111111111","4541.8247422680412371","3911.8113688430698740"
672,"9733.6333333333333333","5822.7388316151202749","3910.8945017182130584"
370,"8741.8055555555555556","4831.6529209621993127","3910.1526345933562429"
327,"8797.8250000000000000","4888.9278350515463918","3908.8971649484536082"
148,"9603.1750000000000000","5697.2611683848797251","3905.9138316151202749"
77,"8729.3916666666666667","4827.8384879725085911","3901.5531786941580756"
1092,"12242.136363636364","8343.6525423728813559","3898.4838212634826441"
197,"8106.4361111111111111","4208.7130584192439863","3897.7230526918671248"
807,"10549.297222222222","6652.4158075601374570","3896.8814146620845430"
934,"8000.7083333333333333","4104.1323024054982818","3896.5760309278350515"
561,"8122.8250000000000000","4229.6460481099656357","3893.1789518900343643"
108,"11476.804195804196","7588.1949152542372881","3888.6092805499587119"
927,"7770.7138888888888889","3886.4793814432989691","3884.2345074455899198"
821,"8169.7444444444444444","4291.8986254295532646","3877.8458190148911798"
93,"7328.7666666666666667","3451.0584192439862543","3877.7082474226804124"
968,"8350.3611111111111111","4473.5601374570446735","3876.8009736540664376"
19,"7738.7611111111111111","3866.3487972508591065","3872.4123138602520046"
503,"7938.7583333333333333","4066.3951890034364261","3872.3631443298969072"
949,"6844.8000000000000000","2972.9845360824742268","3871.8154639175257732"
216,"8345.0027777777777778","4473.8436426116838488","3871.1591351660939290"
47,"8334.9138888888888889","4469.4003436426116838","3865.5135452462772051"
565,"7871.6944444444444444","4013.6752577319587629","3858.0191867124856815"
322,"6548.4472222222222222","2696.0756013745704467","3852.3716208476517755"
371,"8090.1500000000000000","4241.3161512027491409","3848.8338487972508591"
576,"8188.2388888888888889","4341.1134020618556701","3847.1254868270332188"
623,"8184.0777777777777778","4343.0017182130584192","3841.0760595647193586"
304,"8255.0388888888888889","4414.5446735395189003","3840.4942153493699886"
248,"9326.8833333333333333","5495.2989690721649485","3831.5843642611683848"
11,"9050.6861111111111111","5219.9982817869415808","3830.6878293241695303"
8,"6974.7666666666666667","3147.6649484536082474","3827.1017182130584193"
741,"8705.6805555555555556","4879.0687285223367698","3826.6118270332187858"
937,"8358.7972222222222222","4535.6151202749140893","3823.1821019473081329"
625,"7569.3972222222222222","3750.6340206185567010","3818.7632016036655212"
120,"8253.2944444444444444","4436.0893470790378007","3817.2050973654066437"
143,"7579.0500000000000000","3764.1529209621993127","3814.8970790378006873"
